title,label,label_name,topic,word_count,term,count,density_per_1000
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,womöglich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,angeblich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vorgeblich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,offenbar,1,0.4699248120300752
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,scheinen,3,1.4097744360902256
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,erscheinen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vermuten,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,annehmen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,glauben,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,zweifeln,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,bezweifeln,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,möglich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,unwahrscheinlich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,fraglich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,zweifelhaft,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,unsicher,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,unklar,2,0.9398496240601504
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,meiner Meinung nach,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,meines Erachtens,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,nach meiner Ansicht,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,nach meiner Einschätzung,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,soweit ich weiß,0,0.0
Fluglärm,0,contested,science,8782,anscheinend,0,0.0
Fluglärm,0,contested,science,8782,möglicherweise,0,0.0
Fluglärm,0,contested,science,8782,mutmaßlich,0,0.0
Fluglärm,0,contested,science,8782,scheinbar,0,0.0
Fluglärm,0,contested,science,8782,schwerlich,0,0.0
Fluglärm,0,contested,science,8782,vermutlich,0,0.0
Fluglärm,0,contested,science,8782,vielleicht,0,0.0
Fluglärm,0,contested,science,8782,wahrscheinlich,0,0.0
Fluglärm,0,contested,science,8782,wohl,0,0.0
Fluglärm,0,contested,science,8782,womöglich,0,0.0
Fluglärm,0,contested,science,8782,angeblich,0,0.0
Fluglärm,0,contested,science,8782,vorgeblich,0,0.0
Fluglärm,0,contested,science,8782,offenbar,0,0.0
Fluglärm,0,contested,science,8782,scheinen,0,0.0
Fluglärm,0,contested,science,8782,erscheinen,0,0.0
Fluglärm,0,contested,science,8782,vermuten,0,0.0
Fluglärm,0,contested,science,8782,annehmen,0,0.0
Fluglärm,0,contested,science,8782,glauben,0,0.0
Fluglärm,0,contested,science,8782,zweifeln,0,0.0
Fluglärm,0,contested,science,8782,bezweifeln,0,0.0
Fluglärm,0,contested,science,8782,möglich,2,0.2277385561375541
Fluglärm,0,contested,science,8782,unwahrscheinlich,0,0.0
Fluglärm,0,contested,science,8782,fraglich,0,0.0
Fluglärm,0,contested,science,8782,zweifelhaft,0,0.0
Fluglärm,0,contested,science,8782,unsicher,0,0.0
Fluglärm,0,contested,science,8782,unklar,0,0.0
Fluglärm,0,contested,science,8782,meiner Meinung nach,0,0.0
Fluglärm,0,contested,science,8782,meines Erachtens,0,0.0
Fluglärm,0,contested,science,8782,nach meiner Ansicht,0,0.0
Fluglärm,0,contested,science,8782,nach meiner Einschätzung,0,0.0
Fluglärm,0,contested,science,8782,soweit ich weiß,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,anscheinend,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,möglicherweise,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,mutmaßlich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,scheinbar,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,schwerlich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vermutlich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vielleicht,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,wahrscheinlich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,wohl,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,womöglich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,angeblich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vorgeblich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,offenbar,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,scheinen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,erscheinen,2,0.2801905295601009
Spezielle Relativitätstheorie,1,stable,science,7138,vermuten,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,annehmen,1,0.14009526478005044
Spezielle Relativitätstheorie,1,stable,science,7138,glauben,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,zweifeln,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,bezweifeln,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,möglich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,unwahrscheinlich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,fraglich,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,zweifelhaft,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,unsicher,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,unklar,1,0.14009526478005044
Spezielle Relativitätstheorie,1,stable,science,7138,meiner Meinung nach,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,meines Erachtens,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,nach meiner Ansicht,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,nach meiner Einschätzung,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,soweit ich weiß,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,anscheinend,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,möglicherweise,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,mutmaßlich,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,scheinbar,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,schwerlich,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,vermutlich,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,vielleicht,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,wahrscheinlich,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,wohl,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,womöglich,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,angeblich,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,vorgeblich,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,offenbar,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,scheinen,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,erscheinen,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,vermuten,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,annehmen,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,glauben,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,zweifeln,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,bezweifeln,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,möglich,2,1.2539184952978057
Armenisch-iranische Beziehungen,0,contested,geography,1595,unwahrscheinlich,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,fraglich,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,zweifelhaft,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,unsicher,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,unklar,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,meiner Meinung nach,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,meines Erachtens,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,nach meiner Ansicht,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,nach meiner Einschätzung,0,0.0
Armenisch-iranische Beziehungen,0,contested,geography,1595,soweit ich weiß,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,anscheinend,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,möglicherweise,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,mutmaßlich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,scheinbar,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,schwerlich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,vermutlich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,vielleicht,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,wahrscheinlich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,wohl,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,womöglich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,angeblich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,vorgeblich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,offenbar,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,scheinen,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,erscheinen,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,vermuten,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,annehmen,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,glauben,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,zweifeln,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,bezweifeln,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,möglich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,unwahrscheinlich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,fraglich,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,zweifelhaft,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,unsicher,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,unklar,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,meiner Meinung nach,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,meines Erachtens,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,nach meiner Ansicht,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,nach meiner Einschätzung,0,0.0
Absturz einer MiG-21 in Cottbus 1975,1,stable,geography,1838,soweit ich weiß,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,anscheinend,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,möglicherweise,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,mutmaßlich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,scheinbar,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,schwerlich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,vermutlich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,vielleicht,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,wahrscheinlich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,wohl,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,womöglich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,angeblich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,vorgeblich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,offenbar,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,scheinen,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,erscheinen,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,vermuten,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,annehmen,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,glauben,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,zweifeln,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,bezweifeln,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,möglich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,unwahrscheinlich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,fraglich,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,zweifelhaft,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,unsicher,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,unklar,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,meiner Meinung nach,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,meines Erachtens,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,nach meiner Ansicht,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,nach meiner Einschätzung,0,0.0
Geschichte der Volksrepublik China,0,contested,geography,9016,soweit ich weiß,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,anscheinend,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,möglicherweise,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,mutmaßlich,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,scheinbar,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,schwerlich,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,vermutlich,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,vielleicht,2,0.2684203462622467
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,wahrscheinlich,1,0.13421017313112335
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,wohl,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,womöglich,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,angeblich,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,vorgeblich,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,offenbar,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,scheinen,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,erscheinen,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,vermuten,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,annehmen,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,glauben,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,zweifeln,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,bezweifeln,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,möglich,1,0.13421017313112335
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,unwahrscheinlich,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,fraglich,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,zweifelhaft,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,unsicher,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,unklar,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,meiner Meinung nach,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,meines Erachtens,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,nach meiner Ansicht,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,nach meiner Einschätzung,0,0.0
Neukirchen (Gemeinde Altmünster),1,stable,geography,7451,soweit ich weiß,0,0.0
Karl Haushofer,0,contested,culture,4928,anscheinend,0,0.0
Karl Haushofer,0,contested,culture,4928,möglicherweise,0,0.0
Karl Haushofer,0,contested,culture,4928,mutmaßlich,0,0.0
Karl Haushofer,0,contested,culture,4928,scheinbar,0,0.0
Karl Haushofer,0,contested,culture,4928,schwerlich,0,0.0
Karl Haushofer,0,contested,culture,4928,vermutlich,0,0.0
Karl Haushofer,0,contested,culture,4928,vielleicht,0,0.0
Karl Haushofer,0,contested,culture,4928,wahrscheinlich,0,0.0
Karl Haushofer,0,contested,culture,4928,wohl,0,0.0
Karl Haushofer,0,contested,culture,4928,womöglich,0,0.0
Karl Haushofer,0,contested,culture,4928,angeblich,0,0.0
Karl Haushofer,0,contested,culture,4928,vorgeblich,0,0.0
Karl Haushofer,0,contested,culture,4928,offenbar,0,0.0
Karl Haushofer,0,contested,culture,4928,scheinen,0,0.0
Karl Haushofer,0,contested,culture,4928,erscheinen,0,0.0
Karl Haushofer,0,contested,culture,4928,vermuten,0,0.0
Karl Haushofer,0,contested,culture,4928,annehmen,0,0.0
Karl Haushofer,0,contested,culture,4928,glauben,0,0.0
Karl Haushofer,0,contested,culture,4928,zweifeln,0,0.0
Karl Haushofer,0,contested,culture,4928,bezweifeln,0,0.0
Karl Haushofer,0,contested,culture,4928,möglich,0,0.0
Karl Haushofer,0,contested,culture,4928,unwahrscheinlich,0,0.0
Karl Haushofer,0,contested,culture,4928,fraglich,0,0.0
Karl Haushofer,0,contested,culture,4928,zweifelhaft,0,0.0
Karl Haushofer,0,contested,culture,4928,unsicher,0,0.0
Karl Haushofer,0,contested,culture,4928,unklar,0,0.0
Karl Haushofer,0,contested,culture,4928,meiner Meinung nach,0,0.0
Karl Haushofer,0,contested,culture,4928,meines Erachtens,0,0.0
Karl Haushofer,0,contested,culture,4928,nach meiner Ansicht,0,0.0
Karl Haushofer,0,contested,culture,4928,nach meiner Einschätzung,0,0.0
Karl Haushofer,0,contested,culture,4928,soweit ich weiß,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,anscheinend,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,möglicherweise,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,mutmaßlich,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,scheinbar,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,schwerlich,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,vermutlich,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,vielleicht,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,wahrscheinlich,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,wohl,1,0.20648358455502788
Jüdisches Museum Westfalen,1,stable,culture,4843,womöglich,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,angeblich,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,vorgeblich,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,offenbar,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,scheinen,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,erscheinen,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,vermuten,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,annehmen,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,glauben,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,zweifeln,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,bezweifeln,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,möglich,1,0.20648358455502788
Jüdisches Museum Westfalen,1,stable,culture,4843,unwahrscheinlich,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,fraglich,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,zweifelhaft,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,unsicher,1,0.20648358455502788
Jüdisches Museum Westfalen,1,stable,culture,4843,unklar,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,meiner Meinung nach,0,0.0
Jüdisches Museum Westfalen,1,stable,culture,4843,meines Erachtens,0,0.0
