title,label,label_name,topic,word_count,age_days,f3_original_recomputed,f3_lexical_only,f3_vague_attribution_only,f3_vague_quantifiers_only,f3_evaluative_puffery_only,f3_konjunktiv_i_only,f3_no_generic_quantifiers,f3_attribution_plus_evaluative,f3_lexical_count,f3_vague_attribution_count,f3_vague_quantifier_count,f3_evaluative_puffery_count,f3_konjunktiv_i_count
Humanitäre Intervention,0,contested,politics_history,2407,8070,4.154549231408392,2.077274615704196,0.0,2.077274615704196,0.0,2.077274615704196,2.077274615704196,2.077274615704196,5,0,5,0,5
Projekt A119,1,stable,politics_history,2352,8033,1.2755102040816326,0.0,0.0,0.0,0.0,1.2755102040816326,1.2755102040816326,1.2755102040816326,0,0,0,0,3
Weltraumhabitat,0,contested,science,4891,5444,6.542629319157636,6.133714986710284,0.40891433244735226,5.724800654262932,0.0,0.40891433244735226,2.862400327131466,0.8178286648947045,30,2,28,0,2
Raffinerieexplosion in Texas City,1,stable,science,4849,5195,1.6498247061249742,1.2373685295937307,0.0,1.2373685295937307,0.0,0.41245617653124356,0.6186842647968653,0.41245617653124356,6,0,6,0,2
Klassenpolitik,0,contested,politics_history,2527,5247,5.54016620498615,3.1658092599920855,0.3957261574990107,1.187178472497032,1.5829046299960428,2.374356944994064,4.748713889988128,4.352987732489117,8,1,3,4,6
Tabernae (Rheinzabern),1,stable,politics_history,2493,5545,6.016847172081829,5.615724027276373,0.0,5.2146008824709185,0.40112314480545525,0.40112314480545525,2.8078620136381867,0.8022462896109105,14,0,13,1,1
Kennedy-Methode,0,contested,science,2231,7211,4.482294935006723,4.482294935006723,0.0,4.482294935006723,0.0,0.0,1.344688480502017,0.0,10,0,10,0,0
Galle,1,stable,science,2257,7649,3.1014621178555606,2.215330084182543,0.0,2.215330084182543,0.0,0.8861320336730173,1.7722640673460346,0.8861320336730173,5,0,5,0,2
Tiroler Festspiele Erl,0,contested,culture,2212,5566,2.2603978300180834,0.4520795660036166,0.0,0.4520795660036166,0.0,1.8083182640144664,1.8083182640144664,1.8083182640144664,1,0,1,0,4
Slughorn,1,stable,culture,2067,5642,2.4189646831156266,0.4837929366231253,0.0,0.4837929366231253,0.0,1.9351717464925011,2.4189646831156266,1.9351717464925011,1,0,1,0,4
Heinrich von Brentano,0,contested,culture,1727,8229,0.5790387955993052,0.5790387955993052,0.0,0.5790387955993052,0.0,0.0,0.0,0.0,1,0,1,0,0
Geschmackliche Schärfe,1,stable,culture,1890,8128,1.0582010582010584,1.0582010582010584,0.0,1.0582010582010584,0.0,0.0,0.0,0.0,2,0,2,0,0
Bulgarische Wiedergeburt,0,contested,geography,4416,7138,1.358695652173913,1.1322463768115942,0.0,1.1322463768115942,0.0,0.22644927536231885,0.4528985507246377,0.22644927536231885,5,0,5,0,1
Elisabeth von Weida,1,stable,geography,4396,7118,2.0473157415832577,0.9099181073703367,0.0,0.9099181073703367,0.0,1.1373976342129208,1.1373976342129208,1.1373976342129208,4,0,4,0,5
Schulweg,0,contested,politics_history,1634,7342,4.283965728274174,4.283965728274174,0.0,3.6719706242350063,0.6119951040391677,0.0,1.2239902080783354,0.6119951040391677,7,0,6,1,0
Operation Earnest Will,1,stable,politics_history,1676,7322,3.579952267303103,1.1933174224343677,0.0,0.0,1.1933174224343677,2.3866348448687353,3.579952267303103,3.579952267303103,2,0,0,2,4
Lindisfarne Castle,0,contested,geography,1782,7600,1.122334455667789,1.122334455667789,0.0,1.122334455667789,0.0,0.0,0.0,0.0,2,0,2,0,0
Eliezer Ben-Jehuda,1,stable,geography,1931,7577,2.589331952356292,2.0714655618850335,0.0,2.0714655618850335,0.0,0.5178663904712584,0.5178663904712584,0.5178663904712584,4,0,4,0,1
Apadravya,0,contested,science,2037,7570,2.454590083456063,2.454590083456063,0.0,2.454590083456063,0.0,0.0,0.49091801669121254,0.0,5,0,5,0,0
Laufhühnchen,1,stable,science,1999,7514,3.501750875437719,3.501750875437719,0.0,3.501750875437719,0.0,0.0,1.5007503751875937,0.0,7,0,7,0,0
Spervogelton,0,contested,culture,3667,5740,4.36323970548132,3.5451322607035722,0.2727024815925825,2.9997272975184073,0.2727024815925825,0.8181074447777476,1.3635124079629124,1.3635124079629124,13,1,11,1,3
Year Zero,1,stable,culture,3494,5529,2.575844304522038,1.4310246136233542,0.0,1.4310246136233542,0.0,1.1448196908986834,1.1448196908986834,1.1448196908986834,5,0,5,0,4
MHealth,0,contested,science,3078,3992,0.9746588693957114,0.9746588693957114,0.0,0.9746588693957114,0.0,0.0,0.3248862897985705,0.0,3,0,3,0,0
Fraktursonografie,1,stable,science,3136,4153,1.913265306122449,1.594387755102041,0.0,1.2755102040816326,0.31887755102040816,0.31887755102040816,1.2755102040816326,0.6377551020408163,5,0,4,1,1
Sozionik und intertypische Beziehungen,0,contested,science,8239,7440,2.548853016142736,2.548853016142736,0.0,2.427479062993082,0.12137395314965409,0.0,1.213739531496541,0.12137395314965409,21,0,20,1,0
Porsche 930,1,stable,science,6837,7511,0.7313149041977476,0.585051923358198,0.0,0.585051923358198,0.0,0.1462629808395495,0.1462629808395495,0.1462629808395495,4,0,4,0,1
Bürgerversicherung,0,contested,geography,1641,8330,3.0469226081657528,1.8281535648994516,0.0,1.8281535648994516,0.0,1.2187690432663012,1.2187690432663012,1.2187690432663012,3,0,3,0,2
Grunewaldsee,1,stable,geography,1514,7961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Kuno Raeber,0,contested,culture,1776,6648,1.6891891891891893,1.6891891891891893,0.0,1.6891891891891893,0.0,0.0,0.5630630630630631,0.0,3,0,3,0,0
Garfield Akers,1,stable,culture,1516,7209,1.3192612137203166,1.3192612137203166,0.0,1.3192612137203166,0.0,0.0,1.3192612137203166,0.0,2,0,2,0,0
Wandervogel,0,contested,geography,7752,7632,1.805985552115583,1.676986584107327,0.0,1.676986584107327,0.0,0.12899896800825592,0.12899896800825592,0.12899896800825592,13,0,13,0,1
Ziehenschule,1,stable,geography,7411,7637,2.5637565780596407,2.158952907839698,0.0,2.0240183510997167,0.13493455673998112,0.4048036702199433,1.079476453919849,0.5397382269599245,16,0,15,1,3
GS1,0,contested,politics_history,2105,6574,0.4750593824228028,0.4750593824228028,0.0,0.4750593824228028,0.0,0.0,0.0,0.0,1,0,1,0,0
"Seawolf (U-Boot, 1957)",1,stable,politics_history,2077,6750,2.407318247472316,1.4443909484833894,0.0,1.4443909484833894,0.0,0.9629272989889263,0.9629272989889263,0.9629272989889263,3,0,3,0,2
Franz Ruppert,0,contested,culture,3026,4336,1.6523463317911435,0.0,0.0,0.0,0.0,1.6523463317911435,1.6523463317911435,1.6523463317911435,0,0,0,0,5
Wilhelm Kühnert,1,stable,culture,3270,4915,3.058103975535168,3.058103975535168,0.0,3.058103975535168,0.0,0.0,1.2232415902140672,0.0,10,0,10,0,0
Sanktuarium der Barmherzigkeit Gottes,0,contested,culture,3222,4935,1.86219739292365,1.2414649286157666,0.0,1.2414649286157666,0.0,0.6207324643078833,0.931098696461825,0.6207324643078833,4,0,4,0,2
GateKeeper (Cedar Point),1,stable,culture,3262,5010,2.452483139178418,2.1459227467811157,0.0,2.1459227467811157,0.0,0.30656039239730226,0.6131207847946045,0.30656039239730226,7,0,7,0,1
Disneyland Park (Paris),0,contested,culture,6462,4414,2.166511915815537,2.166511915815537,0.0,2.166511915815537,0.0,0.0,0.6190034045187248,0.0,14,0,14,0,0
Ismar Boas,1,stable,culture,6046,4441,1.4885874958650347,1.1577902745616937,0.0,1.1577902745616937,0.0,0.33079722130334105,1.1577902745616937,0.33079722130334105,7,0,7,0,2
Entführung von Michal Kováč jun.,0,contested,geography,3140,4964,2.229299363057325,1.2738853503184713,0.0,0.9554140127388535,0.3184713375796178,0.9554140127388535,1.2738853503184713,1.2738853503184713,4,0,3,1,3
East Brother Light Station,1,stable,geography,3236,4822,1.854140914709518,1.5451174289245981,0.0,1.5451174289245981,0.0,0.3090234857849196,1.2360939431396785,0.3090234857849196,5,0,5,0,1
Wiktor Juschtschenko,0,contested,geography,2728,7813,1.8328445747800588,1.466275659824047,0.0,1.466275659824047,0.0,0.36656891495601174,0.7331378299120235,0.36656891495601174,4,0,4,0,1
Bremer Wappen,1,stable,geography,2799,7563,2.1436227224008575,1.4290818149339048,0.0,1.0718113612004287,0.3572704537334762,0.7145409074669524,1.0718113612004287,1.0718113612004287,4,0,3,1,2
International Christian Fellowship,0,contested,geography,4062,5032,3.200393894633186,2.9542097488921715,0.0,2.9542097488921715,0.0,0.2461841457410143,1.2309207287050714,0.2461841457410143,12,0,12,0,1
Gresgen,1,stable,geography,3968,5156,1.2600806451612903,1.2600806451612903,0.0,1.2600806451612903,0.0,0.0,0.25201612903225806,0.0,5,0,5,0,0
Uniface,0,contested,science,3193,8031,4.071406201064829,4.071406201064829,0.0,4.071406201064829,0.0,0.0,0.9395552771688068,0.0,13,0,13,0,0
Wiesenweihe,1,stable,science,3411,7967,1.465845793022574,1.465845793022574,0.0,1.465845793022574,0.0,0.0,0.2931691586045148,0.0,5,0,5,0,0
Mary Baker Eddy,0,contested,culture,1555,8101,1.2861736334405145,1.2861736334405145,0.0,1.2861736334405145,0.0,0.0,0.0,0.0,2,0,2,0,0
Gerrard Winstanley,1,stable,culture,1522,7732,1.9710906701708277,1.314060446780552,0.0,1.314060446780552,0.0,0.657030223390276,0.657030223390276,0.657030223390276,2,0,2,0,1
Dorje Shugden,0,contested,culture,3353,6448,2.385923053981509,2.08768267223382,0.0,2.08768267223382,0.0,0.29824038174768863,0.5964807634953773,0.29824038174768863,7,0,7,0,1
Britische Mount-Everest-Expedition 1922,1,stable,culture,3215,6594,0.3110419906687403,0.3110419906687403,0.0,0.3110419906687403,0.0,0.0,0.0,0.0,1,0,1,0,0
Nichtregierungsorganisation,0,contested,politics_history,6021,5427,2.4912805181863478,1.162597575153629,0.0,1.162597575153629,0.0,1.328682943032719,1.6608536787908985,1.328682943032719,7,0,7,0,8
Straßenbahn München Baureihe R,1,stable,politics_history,5812,5115,0.17205781142463866,0.17205781142463866,0.0,0.17205781142463866,0.0,0.0,0.17205781142463866,0.0,1,0,1,0,0
HolidayCheck Group,0,contested,geography,2018,6426,1.9821605550049552,1.9821605550049552,0.0,1.9821605550049552,0.0,0.0,0.0,0.0,4,0,4,0,0
Drehstrom-Versuchsstrecke Groß-Lichterfelde–Zehlendorf,1,stable,geography,1810,6775,1.1049723756906078,1.1049723756906078,0.0,1.1049723756906078,0.0,0.0,0.0,0.0,2,0,2,0,0
Ifo-Geschäftsklimaindex,0,contested,politics_history,1643,7779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Halsamphora des Exekias (Berlin F 1720),1,stable,politics_history,1781,7148,2.807411566535654,2.2459292532285233,0.0,2.2459292532285233,0.0,0.5614823133071308,0.5614823133071308,0.5614823133071308,4,0,4,0,1
Klaus Berger (Theologe),0,contested,culture,5550,7120,3.4234234234234235,1.9819819819819822,0.0,1.4414414414414414,0.5405405405405406,1.4414414414414414,2.8828828828828827,1.9819819819819822,11,0,8,3,8
Elias Canetti,1,stable,culture,5504,7178,1.6351744186046513,1.6351744186046513,0.0,1.4534883720930232,0.1816860465116279,0.0,0.3633720930232558,0.1816860465116279,9,0,8,1,0
Fußball in England,0,contested,culture,8496,7206,2.471751412429379,2.236346516007533,0.0,2.1186440677966103,0.11770244821092278,0.23540489642184556,0.7062146892655368,0.3531073446327684,19,0,18,1,2
Uralische Sprachen,1,stable,culture,7959,7024,4.1462495288352805,3.141098127905516,0.12564392511622063,2.5128785023244125,0.5025757004648825,1.005151400929765,2.387234577208192,1.633371026510868,25,1,20,4,8
Wilhelm Aumer,0,contested,culture,5775,2146,1.2121212121212122,1.2121212121212122,0.0,1.2121212121212122,0.0,0.0,0.3463203463203463,0.0,7,0,7,0,0
Geneviève Thiroux d’Arconville,1,stable,culture,5869,2259,2.0446413358323396,1.192707445902198,0.0,1.192707445902198,0.0,0.8519338899301414,1.3630942238882264,0.8519338899301414,7,0,7,0,5
Bund des russischen Volkes,0,contested,geography,4156,5808,2.4061597690086622,2.4061597690086622,0.0,2.165543792107796,0.24061597690086622,0.0,0.24061597690086622,0.24061597690086622,10,0,9,1,0
Dschabal Sindschar,1,stable,geography,4231,6027,1.8908059560387616,1.8908059560387616,0.2363507445048452,1.6544552115339162,0.0,0.0,0.2363507445048452,0.2363507445048452,8,1,7,0,0
Kaufmännischer Verband Schweiz,0,contested,geography,1990,7773,2.0100502512562817,1.0050251256281408,0.0,1.0050251256281408,0.0,1.0050251256281408,1.507537688442211,1.0050251256281408,2,0,2,0,2
Lendkanal,1,stable,geography,2039,7454,2.4521824423737124,2.4521824423737124,0.0,2.4521824423737124,0.0,0.0,0.0,0.0,5,0,5,0,0
Erzgebirgischer Schwibbogen,0,contested,geography,1863,8102,1.0735373054213635,0.5367686527106817,0.0,0.5367686527106817,0.0,0.5367686527106817,0.5367686527106817,0.5367686527106817,1,0,1,0,1
Tokugawa Ieyasu,1,stable,geography,1892,8029,2.1141649048625792,1.5856236786469344,0.5285412262156448,1.0570824524312896,0.0,0.5285412262156448,1.5856236786469344,1.0570824524312896,3,1,2,0,1
Kameralistik,0,contested,politics_history,5903,7024,2.371675419278333,1.355243096730476,0.0,1.0164323225478569,0.338810774182619,1.0164323225478569,1.5246484838217855,1.355243096730476,8,0,6,2,6
Parkeisenbahn Wuhlheide,1,stable,politics_history,6250,7054,2.0799999999999996,1.9200000000000002,0.0,1.9200000000000002,0.0,0.16,0.8,0.16,12,0,12,0,1
Street Football/Episodenliste,0,contested,culture,5143,5086,0.7777561734396267,0.19443904335990667,0.0,0.19443904335990667,0.0,0.58331713007972,0.58331713007972,0.58331713007972,1,0,1,0,3
Apatheia,1,stable,culture,4792,5265,5.0083472454090145,1.0434056761268782,0.0,1.0434056761268782,0.0,3.9649415692821366,4.799666110183639,3.9649415692821366,5,0,5,0,19
Revisionismus,0,contested,politics_history,2070,8074,3.381642512077295,2.4154589371980677,0.0,2.4154589371980677,0.0,0.966183574879227,3.381642512077295,0.966183574879227,5,0,5,0,2
Oliver-Hazard-Perry-Klasse,1,stable,politics_history,2061,7712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Ökostrom,0,contested,science,6638,5211,2.8623079240735163,2.561012353118409,0.15064778547755348,2.4103645676408556,0.0,0.30129557095510695,1.2051822838204278,0.4519433564326605,17,1,16,0,2
Physikalische Größe,1,stable,science,6692,5691,2.092050209205021,1.4943215780035866,0.0,1.3448894202032278,0.14943215780035862,0.5977286312014345,1.3448894202032278,0.7471607890017933,10,0,9,1,4
Holy Spirit,0,contested,culture,2604,1951,3.0721966205837172,1.152073732718894,0.0,1.152073732718894,0.0,1.9201228878648233,1.9201228878648233,1.9201228878648233,3,0,3,0,5
Ringo (Ballade),1,stable,culture,2764,2579,0.361794500723589,0.361794500723589,0.0,0.361794500723589,0.0,0.0,0.0,0.0,1,0,1,0,0
Etikettierungsansatz,0,contested,politics_history,2806,6285,2.4946543121881684,1.7818959372772631,0.0,1.069137562366358,0.7127583749109052,0.7127583749109052,1.7818959372772631,1.4255167498218104,5,0,3,2,2
Yorktown-Klasse (1937),1,stable,politics_history,2912,6767,0.3434065934065934,0.0,0.0,0.0,0.0,0.3434065934065934,0.3434065934065934,0.3434065934065934,0,0,0,0,1
Michael Vassiliadis,0,contested,politics_history,1670,7127,1.7964071856287425,0.5988023952095808,0.0,0.5988023952095808,0.0,1.1976047904191616,1.7964071856287425,1.1976047904191616,1,0,1,0,2
Catarina (Schiff),1,stable,politics_history,1731,6980,4.62160600808781,4.043905257076834,0.0,3.4662045060658575,0.5777007510109763,0.5777007510109763,1.7331022530329288,1.1554015020219526,7,0,6,1,1
Parov Stelar,0,contested,culture,2939,6966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Édouard Nanny,1,stable,culture,2965,6920,2.69814502529511,2.69814502529511,0.0,2.3608768971332212,0.3372681281618887,0.0,1.011804384485666,0.3372681281618887,8,0,7,1,0
Reinhold Tüxen,0,contested,geography,4380,7475,0.91324200913242,0.45662100456621,0.0,0.45662100456621,0.0,0.45662100456621,0.45662100456621,0.45662100456621,2,0,2,0,2
Carrara-Marmor,1,stable,geography,4575,7630,2.622950819672131,2.4043715846994536,0.0,2.4043715846994536,0.0,0.2185792349726776,0.8743169398907104,0.2185792349726776,11,0,11,0,1
Naturwissenschaft und Religion,0,contested,culture,5940,6019,5.723905723905724,3.0303030303030303,0.0,3.0303030303030303,0.0,2.6936026936026938,3.3670033670033668,2.6936026936026938,18,0,18,0,16
Metallica (Album),1,stable,culture,5993,6421,0.5005840146837978,0.5005840146837978,0.0,0.5005840146837978,0.0,0.0,0.0,0.0,3,0,3,0,0
Angela Merici,0,contested,culture,2983,8039,4.693261816962789,3.687562856185049,0.3352329869259135,3.0170968823332216,0.3352329869259135,1.0056989607777405,2.681863895407308,1.6761649346295675,11,1,9,1,3
Fish and Chips,1,stable,culture,2808,8086,1.7806267806267806,1.0683760683760686,0.0,1.0683760683760686,0.0,0.7122507122507122,0.7122507122507122,0.7122507122507122,3,0,3,0,2
Biphobie,0,contested,politics_history,1604,6535,4.987531172069826,3.117206982543641,1.2468827930174564,1.2468827930174564,0.6234413965087282,1.8703241895261844,3.740648379052369,3.740648379052369,5,2,2,1,3
Fester Wechselkurs,1,stable,politics_history,1675,6609,2.3880597014925375,2.3880597014925375,0.0,2.3880597014925375,0.0,0.0,0.5970149253731344,0.0,4,0,4,0,0
Troy Davis,0,contested,politics_history,2785,6205,2.5134649910233393,1.7953321364452424,0.0,1.436265709156194,0.3590664272890485,0.718132854578097,1.436265709156194,1.0771992818671454,5,0,4,1,2
"Dorsetshire (Schiff, 1930)",1,stable,politics_history,2897,5775,1.380738695201933,1.0355540214014498,0.0,1.0355540214014498,0.0,0.34518467380048323,0.34518467380048323,0.34518467380048323,3,0,3,0,1
Oberösterreichische Versicherung,0,contested,geography,2203,6905,0.45392646391284613,0.45392646391284613,0.0,0.45392646391284613,0.0,0.0,0.0,0.0,1,0,1,0,0
Lubok,1,stable,geography,2360,6702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Kornische Sprache,0,contested,culture,3344,8397,4.784688995215311,4.186602870813397,0.0,3.88755980861244,0.29904306220095694,0.5980861244019139,1.4952153110047848,0.8971291866028709,14,0,13,1,2
Buch Tobit,1,stable,culture,3748,8372,2.934898612593383,0.80042689434365,0.0,0.5336179295624334,0.2668089647812167,2.1344717182497335,2.40128068303095,2.40128068303095,3,0,2,1,8
George Peabody,0,contested,culture,1917,7564,1.0432968179447053,0.0,0.0,0.0,0.0,1.0432968179447053,1.0432968179447053,1.0432968179447053,0,0,0,0,2
George Alsop,1,stable,culture,2251,7685,3.109729009329187,1.776988005330964,0.444247001332741,1.332741003998223,0.0,1.332741003998223,1.776988005330964,1.776988005330964,4,1,3,0,3
Intrexx,0,contested,science,2212,5393,4.520795660036167,4.06871609403255,0.0,4.06871609403255,0.0,0.4520795660036166,1.3562386980108498,0.4520795660036166,9,0,9,0,1
Coniophis,1,stable,science,2358,5038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Politikverdrossenheit,0,contested,politics_history,5765,8385,7.111882046834346,3.295750216825672,0.5203816131830009,2.6019080659150045,0.17346053772766695,3.816131830008673,4.683434518647007,4.509973980919341,19,3,15,1,22
